edge_index,sample_index,parameter,x_mm,y_mm,z_mm
1,91,18.563643562871643,133.47103790769455,8.526377632857091,55.300000000000004
1,92,18.767639645980125,133.94882306269156,7.648694878646913,55.300000000000004
1,93,18.971635729088604,134.3828958409934,6.749874940312455,55.300000000000004
1,94,19.175631812197082,134.76972703582697,5.83029134671957,55.300000000000004
1,95,19.37962789530556,135.10578548316676,4.890316156293327,55.300000000000004
1,96,19.58362397841404,135.38714812160464,3.931781099065071,55.300000000000004
1,97,19.78762006152252,135.60907996797906,2.9624957616146794,55.300000000000004
1,98,19.991616144631,135.76961577441114,1.983863583705512,55.300000000000004
1,99,20.19561222773948,135.8671316631551,0.9962448174619544,55.300000000000004
1,100,20.39960831084796,135.9,0.0,55.300000000000004
2,0,-0.0015049920305054143,135.9,0.0,55.300000000000004
2,1,0.09852654487635613,135.8671316631551,-0.9962448174619566,55.300000000000004
2,2,0.19855808178321768,135.76961577441114,-1.9838635837055025,55.300000000000004
2,3,0.2985896186900792,135.60907996797906,-2.962495761614685,55.300000000000004
2,4,0.3986211555969408,135.38714812160467,-3.9317810990650464,55.300000000000004
2,5,0.49865269250380234,135.10578548316676,-4.89031615629332,55.300000000000004
2,6,0.5986842294106638,134.76972703582697,-5.83029134671957,55.300000000000004
2,7,0.6987157663175254,134.3828958409934,-6.749874940312454,55.300000000000004
2,8,0.798747303224387,133.94882306269156,-7.648694878646916,55.300000000000004
2,9,0.8987788401312484,133.47103790769455,-8.526377632857079,55.300000000000004
2,10,0.99881037703811,132.95278202957314,-9.383009174962185,55.300000000000004
2,11,1.0988419139449717,132.39625562517807,-10.220032052746557,55.300000000000004
2,12,1.198873450851833,131.80432959047988,-11.037454926064507,55.300000000000004
2,13,1.2989049877586947,131.17994878974525,-11.835122097289814,55.300000000000004
2,14,1.3989365246655563,130.52604798650296,-12.61287171911266,55.300000000000004
2,15,1.4989680615724177,129.84555667190244,-13.370537313909324,55.300000000000004
2,16,1.5989995984792793,129.14140244019987,-14.107949594223442,55.300000000000004
2,17,1.699031135386141,128.41651317986387,-14.82493823380744,55.300000000000004
2,18,1.7990626722930023,127.67381834672989,-15.521333379027526,55.300000000000004
2,19,1.899094209199864,126.9162495545144,-16.19696679085395,55.300000000000004
2,20,1.9991257461067256,126.14674067577737,-16.851672574021265,55.300000000000004
2,21,2.0991572830135867,125.36767607860378,-17.48572686078652,55.300000000000004
2,22,2.199188819920449,124.56698961344607,-18.110387132016637,55.300000000000004
2,23,2.2992203568273104,123.7388401080423,-18.730573488035684,55.300000000000004
